distribution_id,database_asset_id,database_name,database_release,distribution_package,schema_profile,schema_version,access_route,access_category,licence_rights,registration,fee,compatible_software,software_version,direction,claimed_tested_status,evidence_url,evidence_as_of,known_constraint_next_test,schema_profile_original,schema_profile_class,schema_profile_alignment_method
DST-0161,LCA-DB-0026,Social Hotspots Database,Social Hotspots Database,openLCA Nexus catalog family (1 database group; 6 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; openLCA library; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/151,Commercial/proprietary,Commercial licence,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/151,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0162,LCA-DB-0020,ProBas 2,ProBas 2,openLCA Nexus catalog family (1 database group; 3 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/8101,Commercial/proprietary,Dataset-source-specific responsibilities and terms,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/8101,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0163,LCA-DB-0036,BioEnergieDat,BioEnergieDat,openLCA Nexus catalog family (1 database group; 1 public datapack metadata record),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/256,Public/free access; licence or redistribution may be limited,Dataset pages state copyright/owner fields; collection-level licence incomplete,Nexus account may be required for package download/order; no account-gated package was used in this review,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/256,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0164,LCA-DB-0023,worldsteel Life Cycle Inventory Database,worldsteel 2020 (EF 3.0),openLCA Nexus catalog family (1 database group; 1 public datapack metadata record),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/9751,Commercial/proprietary,worldsteel terms,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/9751,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0165,LCA-DB-0080,My-Wood LCI,My-Wood LCI,openLCA Nexus catalog family (1 database group; 1 public datapack metadata record),openLCA JSON-LD,Provider-listed formats: JSON-LD; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10466,Public/free access; licence or redistribution may be limited,Acknowledgement required; datasets must not be sold or redistributed for commercial purposes,Nexus account may be required for package download; not used,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10466,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA JSON-LD,openLCA family,Original label retained; curated class assigned
DST-0166,LCA-DB-0015,ÖKOBAUDAT,ÖKOBAUDAT,openLCA Nexus catalog family (1 database group; 3 public datapack metadata records),openLCA database package,Provider-listed formats: openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/201,Commercial/proprietary,Public terms and dataset-specific EPD rights,Nexus account may be required for package download/order; no account-gated package was used in this review,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/201,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0167,LCA-MTH-0021,HILCSA,HILCSA v2.3,openLCA Nexus catalog family (1 database group; 2 public datapack metadata records),openLCA JSON-LD,Provider-listed formats: excel; JSON-LD; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10468,Commercial/proprietary,Commercial package terms,Nexus account and licence/order required for package access; not used,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10468,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA JSON-LD,openLCA family,Original label retained; curated class assigned
DST-0168,LCA-MTH-0022,LC-Impact LCIA Method,LC-Impact v1.3,openLCA Nexus catalog family (1 database group; 2 public datapack metadata records),openLCA JSON-LD,Provider-listed formats: JSON-LD; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10454,Commercial/proprietary,Commercial package terms,Nexus account and licence/order required for package access; not used,Commercial licence/package applies,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10454,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA JSON-LD,openLCA family,Original label retained; curated class assigned
DST-0169,LCA-MTH-0010,IMPACT World+,IMPACT World+ LCIA method,openLCA Nexus catalog family (1 database group; 3 public datapack metadata records),openLCA database package,Provider-listed formats: JSON-LD; openLCA zolca; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/9053,Public/free access; licence or redistribution may be limited,Public release terms and software-specific packages,Nexus account may be required for package download/order; no account-gated package was used in this review,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/9053,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
DST-0170,LCA-MTH-0023,openLCA LCIA Methods,openLCA LCIA Methods 2.8.2 (2026-07-01),openLCA Nexus catalog family (2 database groups; 29 public datapack metadata records),openLCA database package,Provider-listed formats: JSON-LD; openLCA zolca; JSON; exact schema revisions not stated,https://nexus.openlca.org/ws/dataproviders/10456,Public/free access; licence or redistribution may be limited,Method-specific rights and package terms; redistribution status not fully consolidated,Nexus account may be required for package download; not used,Catalog lists free access; dependency terms may still apply,openLCA,Provider lists an openLCA-compatible package/format; exact software-version pair not consistently stated,Database or method package to consumer software/tool,Provider-listed public Nexus metadata; package not independently downloaded or tested,https://nexus.openlca.org/ws/dataproviders/10456,2026-08-25,"Select an explicitly licensed public test package where possible and verify import, references, calculations and round-trip loss in a named openLCA release.",openLCA database package,openLCA family,Curated canonical label
