release_record_id,asset_id,asset_name,asset_type,release_line,first_development_release_year,version,release_date,lifecycle_status,predecessor_release,successor_release,release_evidence_urls,evidence_status,evidence_as_of,notes
RLS-0281,LCA-DB-0067,CORRIM Forestry and Forest Products LCI,Database / dataset,Programme milestone,2001 programme guidelines; reports from 2004/2005,CORRIM research/database guidelines,2001,Historical release/milestone,None recorded in verified milestone set,Phase I wood-product LCI reports,https://corrim.org/lcas-on-wood-products-library/ | https://www.lcacommons.gov/lca-collaboration/CORRIM/Forestry_and_forest_products,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0282,LCA-DB-0067,CORRIM Forestry and Forest Products LCI,Database / dataset,Dataset-family launch,2001 programme guidelines; reports from 2004/2005,Phase I wood-product LCI reports,2004–2005,Historical release/milestone,CORRIM research/database guidelines,Special-issue/database update,https://corrim.org/lcas-on-wood-products-library/ | https://www.lcacommons.gov/lca-collaboration/CORRIM/Forestry_and_forest_products,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0283,LCA-DB-0067,CORRIM Forestry and Forest Products LCI,Database / dataset,Dataset update,2001 programme guidelines; reports from 2004/2005,Special-issue/database update,2010,Historical release/milestone,Phase I wood-product LCI reports,Forest-products update overview,https://corrim.org/lcas-on-wood-products-library/ | https://www.lcacommons.gov/lca-collaboration/CORRIM/Forestry_and_forest_products,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0284,LCA-DB-0067,CORRIM Forestry and Forest Products LCI,Database / dataset,Dataset update,2001 programme guidelines; reports from 2004/2005,Forest-products update overview,2017,Historical release/milestone,Special-issue/database update,Current library/repository reports,https://corrim.org/lcas-on-wood-products-library/ | https://www.lcacommons.gov/lca-collaboration/CORRIM/Forestry_and_forest_products,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0285,LCA-DB-0067,CORRIM Forestry and Forest Products LCI,Database / dataset,Current captured release,2001 programme guidelines; reports from 2004/2005,Current library/repository reports,2025,Current captured release/service line,Forest-products update overview,None recorded after evidence cut-off,https://corrim.org/lcas-on-wood-products-library/ | https://www.lcacommons.gov/lca-collaboration/CORRIM/Forestry_and_forest_products,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0286,LCA-DB-0068,International Copper Association Life Cycle Inventory Data,Database / dataset,Data-collection milestone,2013 reference-year dataset,2013 reference-year copper LCI,2013,Historical release/milestone,None recorded in verified milestone set,Copper Environmental Profile publication,https://copperalliance.org/wp-content/uploads/2021/08/ICA-EnvironmentalProfileHESD-201803-FINAL-LOWRES-1.pdf,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0287,LCA-DB-0068,International Copper Association Life Cycle Inventory Data,Database / dataset,Current captured release,2013 reference-year dataset,Copper Environmental Profile publication,2018,Current captured release/service line,2013 reference-year copper LCI,None recorded after evidence cut-off,https://copperalliance.org/wp-content/uploads/2021/08/ICA-EnvironmentalProfileHESD-201803-FINAL-LOWRES-1.pdf,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0288,LCA-DB-0069,GEMIS Model and Database,Database / dataset,Model/database family launch,1987,GEMIS development origin,1987,Historical release/milestone,None recorded in verified milestone set,GEMIS 4.5 documented model/database line,https://iinas.org/downloads/gemis-downloads/ | https://iinas.org/en/work/gemis/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0289,LCA-DB-0069,GEMIS Model and Database,Database / dataset,Major model/database release,1987,GEMIS 4.5 documented model/database line,2008,Historical release/milestone,GEMIS development origin,GEMIS 5.2,https://iinas.org/downloads/gemis-downloads/ | https://iinas.org/en/work/gemis/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0290,LCA-DB-0069,GEMIS Model and Database,Database / dataset,Current release,1987,GEMIS 5.2,2026-07,Current captured release/service line,GEMIS 4.5 documented model/database line,None recorded after evidence cut-off,https://iinas.org/downloads/gemis-downloads/ | https://iinas.org/en/work/gemis/,"Verified public milestone; official/provider, government or authoritative programme source",2026-08-22,Milestone history: intervening releases may exist unless the official source enumerates every release.
RLS-0291,LCA-SW-0043,TIDAS Tools,Software / API / tool,First numbered public software release,2025 repository creation; first numbered public release in 2026,v0.1.0,2026-07-27,Historical public release,None recorded before the first public GitHub release,v0.1.1,https://github.com/tiangong-lca/tidas-tools/releases/tag/v0.1.0,Verified immutable public GitHub release,2026-08-25,Public release history was enumerated from the official GitHub release list.
RLS-0292,LCA-SW-0043,TIDAS Tools,Software / API / tool,Public software release,2025 repository creation; first numbered public release in 2026,v0.1.1,2026-07-27,Historical public release,v0.1.0,v0.1.2,https://github.com/tiangong-lca/tidas-tools/releases/tag/v0.1.1,Verified immutable public GitHub release,2026-08-25,Public release history was enumerated from the official GitHub release list.
RLS-0293,LCA-SW-0043,TIDAS Tools,Software / API / tool,Public software release,2025 repository creation; first numbered public release in 2026,v0.1.2,2026-07-28,Historical public release,v0.1.1,v0.1.3,https://github.com/tiangong-lca/tidas-tools/releases/tag/v0.1.2,Verified immutable public GitHub release,2026-08-25,Public release history was enumerated from the official GitHub release list.
RLS-0294,LCA-SW-0043,TIDAS Tools,Software / API / tool,Public software release,2025 repository creation; first numbered public release in 2026,v0.1.4,2026-08-17,Historical public release,v0.1.3,v0.1.5,https://github.com/tiangong-lca/tidas-tools/releases/tag/v0.1.4,Verified immutable public GitHub release,2026-08-25,Public release history was enumerated from the official GitHub release list.
RLS-0295,LCA-SW-0043,TIDAS Tools,Software / API / tool,Public software release,2025 repository creation; first numbered public release in 2026,v0.1.5,2026-08-19,Historical public release,v0.1.4,v0.2.0,https://github.com/tiangong-lca/tidas-tools/releases/tag/v0.1.5,Verified immutable public GitHub release,2026-08-25,Public release history was enumerated from the official GitHub release list.
RLS-0296,LCA-SW-0043,TIDAS Tools,Software / API / tool,Current public software release,2025 repository creation; first numbered public release in 2026,v0.2.0,2026-08-20,Current captured release,v0.1.5,None recorded after evidence cut-off,https://github.com/tiangong-lca/tidas-tools/releases/tag/v0.2.0,"Verified immutable public GitHub release with downloadable archives, checksums and SBOMs",2026-08-25,The tagged tool version bundles integrity-locked TIDAS and eILCD assets; it is not evidence of a separate standalone TIDAS schema version number.
RLS-0297,LCA-DB-0070,EN15804 add-on,Database / dataset,Current public openLCA Nexus catalog release,Public Nexus history includes versions based on ecoinvent 3.8 and later,EN15804 add-on to ecoinvent v3.12,2025-12-18,Active; updated with current ecoinvent releases,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/9901,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0298,LCA-DB-0071,Circularity Package,Database / dataset,Current public openLCA Nexus catalog release,First version developed through TRIPLELINK; exact year not stated in the catalog,3.1,2026-08-12,Active,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/10202,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0299,LCA-DB-0072,PLEX,Database / dataset,Current public openLCA Nexus catalog release,Not publicly confirmed,4,2026-07-31,Active,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/10451,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0300,LCA-DB-0073,UVEK LCI Data,Database / dataset,Current public openLCA Nexus catalog release,2018 data-quality-reference version,DQRv2:2018,2023-10-31 Nexus package date,Retained public package,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/8951,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0301,LCA-DB-0074,ARVI database,Database / dataset,Current public openLCA Nexus catalog release,2017,ARVI database for ecoinvent 3.01–3.3,2017-02-15,Legacy public package,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/8351,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0302,LCA-DB-0075,OzLCI2019,Database / dataset,Current public openLCA Nexus catalog release,2019/2020,OzLCI2019,2020-02-04,Retained public package,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/9401,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0303,LCA-DB-0076,Circularity Food Package,Database / dataset,Current public openLCA Nexus catalog release,2023,Circularity Food Package,2023-07-12,Retained public package,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/10201,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0304,LCA-DB-0077,soca,Database / dataset,Current public openLCA Nexus catalog release,Not publicly confirmed,5,2026-07-14,Active,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/8253,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0305,LCA-DB-0078,EcoProfiles Recycled Plastics,Database / dataset,Current public openLCA Nexus catalog release,2025,1.0,2025-09-03,Current public release,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/10463,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0306,LCA-DB-0079,LC-Inventories.ch,Database / dataset,Current public openLCA Nexus catalog release,2014 Nexus package dates,15 public Nexus database groups,2014-01-23 latest listed group date,Legacy catalog collection,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/301,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0307,LCA-DB-0080,My-Wood LCI,Database / dataset,Current public openLCA Nexus catalog release,2025,My-Wood LCI public Nexus release,2025-12-31,Evolving database,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/10466,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0308,LCA-MTH-0021,HILCSA,Method / guidance (incl. LCIA),Current public openLCA Nexus catalog release,Not publicly confirmed,2.3,2026-03-23,Active,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/10468,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0309,LCA-MTH-0022,LC-Impact LCIA Method,Method / guidance (incl. LCIA),Current public openLCA Nexus catalog release,Adapted for openLCA in 2024,1.3,2025-04-15,Active openLCA adaptation,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/10454,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
RLS-0310,LCA-MTH-0023,openLCA LCIA Methods,Method / guidance (incl. LCIA),Current public openLCA Nexus catalog release,Not publicly confirmed,2.8.2,2026-06-30,Active,See versioned public Nexus catalog snapshot where available,None recorded after the evidence cut-off,https://nexus.openlca.org/ws/dataproviders/10456,Verified public provider/catalog metadata; package not independently accessed or tested,2026-08-25,One release row represents the current catalog family; all public database groups and datapacks are retained in the curated Nexus review snapshot.
